path,class_name,label,split_holdout,fold_0,fold_1,fold_2,fold_3,fold_4,sha256
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0237.JPG,Fungi,1,test,test_holdout,test_holdout,test_holdout,test_holdout,test_holdout,f40d84f4014afcef5deecc70355c05d902797d840318d894e9012f7b64410a9b
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0240.JPG,Fungi,1,train_cv,train,train,train,train,val,3c5f21d315e029836f4adee57f450eb76beebcbf9fb9a782185df38f917c1b7d
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0247.JPG,Fungi,1,test,test_holdout,test_holdout,test_holdout,test_holdout,test_holdout,e124c09ae2e4f6a2772f7ba02e49e955b479f736a4bead267da04689d9f8ea08
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0249.JPG,Fungi,1,train_cv,train,train,train,train,val,b8e5efb10bc32d83662923845dc65a38603a9aec84e4d99f1acd185963c9b4e5
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0250.JPG,Fungi,1,train_cv,train,train,train,val,train,5635211df6cd406e016220d37b513549895d2fbe926fc57d7b097fe216953499
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0251.JPG,Fungi,1,train_cv,train,train,val,train,train,71eb47e2f574ddf9c6d31be7a40533a46c1d665a4b86b18b39dfa64963c102fa
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0253 (1).JPG,Fungi,1,train_cv,train,train,val,train,train,bb16a9f5dae5459fd7ee5945962db8af57e67e3c7dddc84732270ef7080a78fa
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0253.JPG,Fungi,1,train_cv,train,train,val,train,train,d2ac4c300d0285938ec5073d5fe4e9b11089c73e98652357ec6b8d611e628826
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0254 (1).JPG,Fungi,1,train_cv,train,train,train,train,val,b973bc290e006c60026d831b62cab451114a27ac604517ac5631b4159e0dbf25
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0254.JPG,Fungi,1,train_cv,train,train,train,train,val,ee8f313c2238fcbb10d637e9e3df59826c4cd1bbcb6203833db906e170ab6b20
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0255 (1).JPG,Fungi,1,train_cv,train,train,train,train,val,00b342ef6d57645024f51313967b5885c7201aba0af15a75ebaa34953e709dff
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0255.JPG,Fungi,1,train_cv,train,val,train,train,train,0db03c5f5771f5f8310a73fc93fb92be8c26b9aa541aa03e685156efbb742496
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0256 (1).JPG,Fungi,1,train_cv,train,val,train,train,train,d13737877aeadf32bfb9c90f40ac0d9b053ea2d5f0508d1e1b499de78bad1529
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0256.JPG,Fungi,1,train_cv,train,train,train,train,val,01432dd2aa1f1e9d65036834ce21d27afc2da6e84b0a36e1b932b6a1bc400b90
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0257 (1).JPG,Fungi,1,train_cv,train,train,val,train,train,61f55b1a513ddb3002611d67b9b39f815fbf28525db3aa238421798d7c8a5a15
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0257.JPG,Fungi,1,train_cv,val,train,train,train,train,e7297bc7f1a4077429d8d7e29885bdedee302124fceff212344cbfcfe3205cc1
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0258.JPG,Fungi,1,train_cv,train,train,val,train,train,c55d2299045b67e0a758b22bcaa22f36dba27d8df1cb324bf13e6580b94c9444
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0261.JPG,Fungi,1,test,test_holdout,test_holdout,test_holdout,test_holdout,test_holdout,fe56d4d4d8c9e726bf63a595664097e1540f67b037a5b3451e79b190f3eca489
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0262 - Copy.JPG,Fungi,1,train_cv,val,train,train,train,train,01e2743efe13dd94da34d604b9b3c96eeff86d8b467abc5a535b9c9164bd5731
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0262.JPG,Fungi,1,train_cv,train,val,train,train,train,4a217a351cfd66cd0923f971cd3bd522645f7929e4a274d071a8bad62c446a75
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0263 - Copy.JPG,Fungi,1,test,test_holdout,test_holdout,test_holdout,test_holdout,test_holdout,662b44126ff6a5193b169260fad91a63d2157d04acf27da496691b4c8c91c2fb
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0264.JPG,Fungi,1,train_cv,val,train,train,train,train,d5447acea00b1813ee2f3d383957b07abfdfd930df2ab89577f4d7eddae7552b
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0265 (1).JPG,Fungi,1,train_cv,train,val,train,train,train,a95fbb91dc704ad71bd9feada919701ed7c7a35b7d9116a2c26059c2ceba0c47
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0265.JPG,Fungi,1,train_cv,train,val,train,train,train,37dc52a31b0ec3dd33ba635268a453b4d9b0b207377cc185595e001afa320b23
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0266 (1).JPG,Fungi,1,train_cv,train,train,val,train,train,5e624b3d23e06841284cbbaa241c0b973cbde07e35a99e3068ace9c9b4cbb5a8
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0266.JPG,Fungi,1,train_cv,train,train,train,val,train,1bda6221d3ab12b34b884754db9540b5938461b1cbde05001cd252334d880344
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0267.JPG,Fungi,1,test,test_holdout,test_holdout,test_holdout,test_holdout,test_holdout,68cb6c707974494f6e57dd3ff018c32414fe77b6a134e90348d0e0069a9c9135
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0268.JPG,Fungi,1,train_cv,train,train,train,val,train,26fa954ec73a3336710651bf68faee6926262a70482c60343d07f71b16520de4
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0269.JPG,Fungi,1,train_cv,train,train,train,train,val,b189925ffd70b0a1f1f1c9fa0b5ba7d2a941650715f3679b980db8d21a58617d
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0270.JPG,Fungi,1,test,test_holdout,test_holdout,test_holdout,test_holdout,test_holdout,1a50b6a8da8807131ddc2c4dea18036db2673ef6f2607e283fe48893b5206823
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0271.JPG,Fungi,1,train_cv,train,train,val,train,train,d71a63d43ac58703bb24102f13c74bcd43338891ed1651de2544eb51f3439629
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0272.JPG,Fungi,1,test,test_holdout,test_holdout,test_holdout,test_holdout,test_holdout,28cf5262f630a135c6ce7d8bf12ab064f1a0796e1d8f34166374e59d2919eb67
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0274.JPG,Fungi,1,train_cv,train,val,train,train,train,c489ec00bbedbe88ec191f4a6b3b31ec7e59a71f89ee5b1deab32504d8524bd7
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0275.JPG,Fungi,1,train_cv,train,train,train,val,train,da5f30942e643283e8387970c87ab27a5d456bbbd3cafcf92b655522ac746faf
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0277 (1).JPG,Fungi,1,train_cv,train,train,train,val,train,8c7b073676c1b1546cd8645e18fec4b35be3f70fac751f9f295976a8228fc52c
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0277.JPG,Fungi,1,test,test_holdout,test_holdout,test_holdout,test_holdout,test_holdout,c674f51d4c8f01302dc54a3d00a7a5ccc8953694e9f418829b36e0a120bf1ac1
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0278.JPG,Fungi,1,train_cv,val,train,train,train,train,9c03d29887b78d2f26b699da29290a035cb8cc43af8643058e915d116f98edb6
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0279.JPG,Fungi,1,train_cv,train,train,train,train,val,b607a6e238501515d6125e8b72e9b818aacaf78528b3c0970c53238efd9a3271
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0280 (1).JPG,Fungi,1,train_cv,val,train,train,train,train,1f7d067c7bc31268f105e5f81979c08efa34565eebde6b26c9b40aef7c44d7ac
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0280.JPG,Fungi,1,train_cv,train,train,train,val,train,0b07cd59cd7b85b3f4b877d170a29cb39a3116c9f610ba3ed348ec5f4854b1e1
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0281.JPG,Fungi,1,train_cv,train,val,train,train,train,f8ef6bcaed920cbe0f9dfeff22f813c8779b4cb26c5c1be4c7ebc3eaca37dc16
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0282.JPG,Fungi,1,train_cv,train,train,train,val,train,62b43de53234e0ab3e3608ec1c77966c5b2b3973d15e1bd445677cf93194844a
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0283.JPG,Fungi,1,test,test_holdout,test_holdout,test_holdout,test_holdout,test_holdout,9b0ddecf86e4d2557bdc031630d1dbc1fc9e50d5775fcad00fcea455edb9e9e1
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0285.JPG,Fungi,1,train_cv,train,train,val,train,train,e0c16e5958a7641d7b4273b9d99f004d4e31e20c23c1bca063423052f7befd70
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0286.JPG,Fungi,1,train_cv,val,train,train,train,train,03186c962153de1e15740882b864be0b1860309ab81d2ae0a1c9b7f5e23afa8c
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0287.JPG,Fungi,1,train_cv,train,train,val,train,train,1b96095f1bf67c4ec59684ed677f8d5b31d18fdb0cdc90a7c427306b954dddc7
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0288.JPG,Fungi,1,train_cv,train,train,train,val,train,d785c139ca341ff85a7b055c8f2397a508f45fe15c31d0625afcbd773949e54e
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0289.JPG,Fungi,1,train_cv,train,val,train,train,train,39000cc8a1a38faba9c330b95f9b6352638605d6777850ad30bb201ce9e58315
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0290.JPG,Fungi,1,test,test_holdout,test_holdout,test_holdout,test_holdout,test_holdout,f6358fd10a4c66afb63887e0ed2e7718747cd0f7daf5076601e480210bc69c46
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0291.JPG,Fungi,1,train_cv,train,val,train,train,train,0b5c378587837d02ad939d1a00973c020ae40b79e484f4a2185df005f39ce971
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0294.JPG,Fungi,1,train_cv,train,train,train,train,val,f6d98c905dfbfdc2754709797ae79b7e584cfe8d56e6a1d3be6dd73f2ca2bbc4
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0313.JPG,Fungi,1,train_cv,train,train,train,train,val,7696b56cac248c40b3de60d5bcb0403e59e17cf838caddb4b1ac210ac59f2bd6
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0316.JPG,Fungi,1,train_cv,train,train,val,train,train,a8ae767ab3a06085acdcc1f410eea27a927aeccdd278437f37e6fb686f99c819
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0401 (1).JPG,Fungi,1,train_cv,train,train,val,train,train,b35c17fd2e99dfdc4a6815d114dd22121c0765b19ea53a58f855047f7e90f113
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0403 (1).JPG,Fungi,1,train_cv,val,train,train,train,train,091a3ae9102b2723242cb69f73416da1d8e6233891030ea210cd44f60abc90c4
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0613.JPG,Fungi,1,test,test_holdout,test_holdout,test_holdout,test_holdout,test_holdout,b59dc2361bc484da61372cc4d2adc85141ba2f4f37043c7eda2d72d3dc1d5c59
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0627.JPG,Fungi,1,train_cv,train,val,train,train,train,b0e33642dd36d77e570d854216e5604366dd83e3d714317e2eea1d065fb81343
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0628.JPG,Fungi,1,train_cv,train,val,train,train,train,42ce34035467c05b1ac9d449157045b1865790f7fb2148b90919403f1d81d8b9
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0662.JPG,Fungi,1,train_cv,train,val,train,train,train,056c6d7de8a03df9c1d95c661c1be81ae3d3f0dd7272daf27340ced5b69067b6
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0667.JPG,Fungi,1,train_cv,train,train,train,train,val,b3988bdc6ba8779bb77297b343fb8ca402febfbd38afbff328b10078349f7172
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0668.JPG,Fungi,1,train_cv,val,train,train,train,train,7a99ce1a3e4dbdb69276d71057cffdb813e0822e9ddb0c3f6f640eb3b67f7906
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0669.JPG,Fungi,1,train_cv,val,train,train,train,train,b477dbb0d930ab93dd43528650cba95508101f695b9502b49432ca81b18d6216
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0670.JPG,Fungi,1,train_cv,train,train,train,train,val,57b1db5de9931e272242466f9fe9b9482744f7680dba7cfd638a5b6721869ed1
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0704.JPG,Fungi,1,train_cv,val,train,train,train,train,ce0e3260b45c2842e60aea8a4894c424842c34d1e75f71809f05776b17d70129
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0705.JPG,Fungi,1,train_cv,train,train,val,train,train,88f68481cc7c959a40fb94490147fc10c49c19b6e2a78f1c936767af6cec4f76
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0706.JPG,Fungi,1,train_cv,train,train,val,train,train,b7fa6bf37d8e8f1ccefe2526a5f5e6c3284006e8736a5ab3e780e2be6329e735
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0707.JPG,Fungi,1,train_cv,train,val,train,train,train,067b5ea2e5d7738bfa6ee4d3d9f06087fcdad567ac00f78ca3f2e86e3d0152fe
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0708.JPG,Fungi,1,train_cv,train,train,train,val,train,3de0d3fca046d915d13dbb2c009d88cd25cf0394aa11ecb201be9d5ad2b984ef
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0709.JPG,Fungi,1,train_cv,val,train,train,train,train,2a01f93d5faa51fdeac93e516602bbccaa91a53a84fea24920613b9a59fc7daf
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0727.JPG,Fungi,1,train_cv,train,train,train,val,train,3629c5833e02d19c45fe189e255fc741974c72a475fb97e707fb15ad57f56342
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0728.JPG,Fungi,1,train_cv,train,train,val,train,train,40b49cea0771399a68225ccefb26883d4de53a899f98914789794a14b73d30aa
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0741.JPG,Fungi,1,train_cv,val,train,train,train,train,6540c81187ae23a0a442f89cb45f25efe6bed9d9d059b3d355b1be3eb8301e35
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0743.JPG,Fungi,1,train_cv,val,train,train,train,train,8f2086242e1f3f41d8cb3e1ae87fcc96271388f0bb10f98717e7d945acf06ba7
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0744.JPG,Fungi,1,train_cv,train,train,train,val,train,d520796cc485ba4aeac3b5dd3f33f4c8d25268c244e8727e2f626d974c5ea13e
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0745.JPG,Fungi,1,test,test_holdout,test_holdout,test_holdout,test_holdout,test_holdout,33fecdd77b1f288c4dee49d652352c05ad45d74ee26c9fb1eb520f61c5e951df
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0746.JPG,Fungi,1,train_cv,val,train,train,train,train,f6a2ce08cf81da22e671eebffc7513008b096a331e7cbe59b0cdc636a175ef5a
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0747.JPG,Fungi,1,train_cv,train,val,train,train,train,cb6ccd0a775b204fcc9c04d27897fff66e2a3c1ca6795e69f1764669e7998f9a
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0748.JPG,Fungi,1,train_cv,train,train,train,train,val,01af867ab647498ae3bee0af4a54f604ea2cdae47c3525749615b44d0b92752a
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0749.JPG,Fungi,1,test,test_holdout,test_holdout,test_holdout,test_holdout,test_holdout,22d809025ad6c8d190116bbccf690148dba40c6cc77faca98fca4ffe6bda42ec
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0750.JPG,Fungi,1,train_cv,val,train,train,train,train,9d3abca4067d5d0108dfb1d5c7b99fc3fb8ef238ba196a7674bb0a6dedd76f68
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0751.JPG,Fungi,1,train_cv,val,train,train,train,train,b8700fe1aa4f9c4065c65ba804afae3db0d5569ff9b7d2a81c0e5d42d9412bb8
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0774.JPG,Fungi,1,train_cv,train,train,train,train,val,ea02106bc9694dc03f93bd9f627e43c2cadf7ed3b01b9b5178c3706246cd7119
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0775.JPG,Fungi,1,train_cv,train,train,train,val,train,b30b48f5c6ab42a3580a4a2be36c55d7ddf6c0e3ad22717da8fb153a8f268d6d
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0776.JPG,Fungi,1,train_cv,train,train,train,train,val,edd46ec79b160244badc3ed019a4e4a0b235b1069663f5869ad8b70953f11a06
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0777.JPG,Fungi,1,test,test_holdout,test_holdout,test_holdout,test_holdout,test_holdout,25a55c86e7f0df5d789a9166742a286049159b0751dd28b2f7949986b3ba2d59
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0778.JPG,Fungi,1,train_cv,train,train,val,train,train,d8552d8c6f7e290660296b23ea18f65bbf720bd36020e6963d3b6a26739fe910
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0790.JPG,Fungi,1,train_cv,train,train,train,val,train,faf6e572f017cb473bbb2123d66c029f37318dc6eefd118537569bdcad9e32e7
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0793.JPG,Fungi,1,train_cv,val,train,train,train,train,ca5eac9deb451b11e84ecfb7c36a5b18f93e4320f032d55cbadd4818074e6765
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0794.JPG,Fungi,1,test,test_holdout,test_holdout,test_holdout,test_holdout,test_holdout,305aa2b0fbce0a16012003e0bdd586d978b273cc160381a428afa990a99e150e
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0795.JPG,Fungi,1,test,test_holdout,test_holdout,test_holdout,test_holdout,test_holdout,bdea347b1814ce5651d2929dc0bfd9db9b9542aef9b38b2d874f1c16adba631d
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0796.JPG,Fungi,1,train_cv,train,train,val,train,train,eb7bd047f4d4d77de7be8a81c2a336f3c6ac826bdcaf402f2aae072f5a0babfa
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0814.JPG,Fungi,1,train_cv,train,train,train,train,val,17d92300133a248a3a2cdb572514b6eb94d1cb74ef5aa6fe93305444f96aedaf
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0815.JPG,Fungi,1,train_cv,val,train,train,train,train,9c695f31f640c37945be2b991d78719e4c9f801ca562e056e2c1922b247cb02e
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0817.JPG,Fungi,1,train_cv,val,train,train,train,train,cb464020196bf1ad10a04a3fed1a9e2448f0535a1eda6b9b3047ab7d40410200
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0852.JPG,Fungi,1,train_cv,train,train,train,train,val,2cc567bca44e00c7045a65af7e324781b0b5d894084ba56866ca2dfc9a8d42b0
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0868.JPG,Fungi,1,train_cv,train,train,val,train,train,9f624581e53d728fc325c5bc3ba77c310cdeee6e623d8f9db732e24575e9adc3
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0869.JPG,Fungi,1,train_cv,train,train,val,train,train,423e47f99f3d71b74784ff4e38e59830f154a18b5722b098b34604f60de085d1
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0870.JPG,Fungi,1,train_cv,train,train,train,train,val,51d1bbd7901dc558037754bb8ad433d86afad93851d700e69b9fc19faef9b45f
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0871.JPG,Fungi,1,train_cv,train,train,train,train,val,61a0438866c0476d9f76e4ce5a10ed605039cce6391cf4a58ab0fbb8f5db8483
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0872.JPG,Fungi,1,train_cv,val,train,train,train,train,b52ce144cbf83b82c67060c3e758edbec4f064806793ec7b6ef16712937505bd
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0873.JPG,Fungi,1,train_cv,train,train,val,train,train,7219be0993a76e4fd4fe490add9d612f89df6d4e446c62f5231a00e1d61a1456
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_0954.JPG,Fungi,1,train_cv,train,train,val,train,train,bbfc41ed82ac4255bf1a6e831b0b1d25658922da613fd499dc9fbe602097a357
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_1101.JPG,Fungi,1,test,test_holdout,test_holdout,test_holdout,test_holdout,test_holdout,2228559c54ed95696d804d28039aaf5d4f9b75f1b3bbf275226b3c7ce7fa2c0d
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_20230815_112257.jpg,Fungi,1,train_cv,train,train,val,train,train,ef5c76bf4a1d3670e06f1a78c9bd78a4e33aa1164727e4c33b0cd3e51e606d97
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_20230815_112322.jpg,Fungi,1,train_cv,train,train,train,train,val,e28efc2b1f3ff442f2916ec59416c43012643268ceb963ff82737328a649563c
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_20230815_112512~2 (2).jpg,Fungi,1,train_cv,train,val,train,train,train,0f4656f45581f3439cb4688e2245a5312ef524ab9103b57b1148065434aab583
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_20230815_112512~2.jpg,Fungi,1,train_cv,train,train,train,val,train,0f4656f45581f3439cb4688e2245a5312ef524ab9103b57b1148065434aab583
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_20230815_112711~2.jpg,Fungi,1,train_cv,train,val,train,train,train,9f2ca30a062712551d2d295ce3a5b50606e4f057e4e546f55a3467596a86c4d9
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_20230815_112811~2.jpg,Fungi,1,train_cv,val,train,train,train,train,1c696c2adb0dc4aa6e820aba450d08250736b6eb0c475dfb6c77cf829f567fb3
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_20230815_112858~2.jpg,Fungi,1,test,test_holdout,test_holdout,test_holdout,test_holdout,test_holdout,449543933441bc62744a9191b3e2d420609c27df68c7203de69b1a4ed561cd31
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_20230815_113207~2.jpg,Fungi,1,train_cv,train,train,train,val,train,c967583dabcb5a9ad22431c3b6833c29787a0fa7645b7fddf029bc16bef49781
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_20230815_113227~2.jpg,Fungi,1,train_cv,train,train,val,train,train,6481ec6d6971096392db5dd870329eb1b61dcc317588f63828c6ba15d493799b
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_20230815_113656~2.jpg,Fungi,1,train_cv,val,train,train,train,train,f9de89ff0c2ccd51fdd24077547f6cf8b1c5211328330432c8664477dbd84a34
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_20230815_113928~2.jpg,Fungi,1,train_cv,val,train,train,train,train,896e8b875655d44361e763e63241e6c73d3843a80ecb7f302304d09e8ee92f7c
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_20230815_114008~2.jpg,Fungi,1,train_cv,train,train,train,train,val,d2115475ff66c5c35be6c14144041f383a6aa850be199b6fa3d2d6968c0a72c9
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_20230815_114308~2.jpg,Fungi,1,train_cv,train,val,train,train,train,d0dcd15a6053c8c0ffaa7389fc02805082d426bbaa8db9bbc69e09dbe167391c
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_20230815_114555~2.jpg,Fungi,1,train_cv,train,train,train,val,train,ce6b767b2915f7b15f9932fb135299f6818c6663a9b70645691b7133a3660ecf
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Fungi\IMG_20230815_115235.jpg,Fungi,1,test,test_holdout,test_holdout,test_holdout,test_holdout,test_holdout,c57f7b5fbbdc79ba7e2544053677e41de7d1e10ab5815899182e668431c9b2d5
